# VB6 P-Code opcodes — encoding + verified runtime semantics
# Merged from opcodes.csv (encoding) and opcode_semantics.csv (semantics)
#
# Encoding columns:
#   table          - dispatch table (0=primary, 1-5=lead0-lead4)
#   opcode         - hex opcode byte within the table
#   size           - instruction size in bytes (excl. lead byte; -1=variable; 0=invalid)
#   mnemonic       - opcode name
#   operand_format - format specifiers (%a=frame, %s=pool, %l=branch, %c=import, etc.)
#
# Semantics columns (verified from MSVBVM60.DLL 6.00.9848 handler disassembly):
#   pops      - evaluation stack slots consumed (4 bytes each; -1=variable)
#   pushes    - evaluation stack slots produced
#   fpu_pops  - x87 FPU stack values consumed
#   fpu_push  - x87 FPU stack values produced
#   mem_read  - bytes read from memory (0=none)
#   mem_write - bytes written to memory (0=none)
#   category  - semantic category (arith, compare, convert, load_frame, etc.)
#   handler   - MSVBVM60.DLL handler address (reference only)
#   notes     - human-readable description
#
table,opcode,size,mnemonic,operand_format,pops,pushes,fpu_pops,fpu_push,mem_read,mem_write,category,handler,notes
1,0x99,1,SubR4,,0,0,1,0,0,0,arith,0x66109B98,Lead0 SubR4: FPU fsubp
1,0x9A,1,SubR4,,0,0,1,0,0,0,arith,0x66109B98,Lead0 SubR4 (duplicate)
1,0x9B,1,SubCy,,4,2,0,0,0,0,arith,0x6610E440,Lead0 SubCy: __vbaCySub
1,0x9C,3,SubVar,%a,4,4,0,0,0,0,arith,0x66109CBE,Variant Sub via __vbaVarSub; %a=2nd Variant
1,0x9D,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0x9E,1,ModUI1,,2,1,0,0,0,0,arith,0x6610EC9E,UI1 unsigned mod
1,0x9F,1,ModI2,,2,1,0,0,0,0,arith,0x66109C4D,Lead0 ModI2: shares primary handler
1,0xA0,1,ModI4,,2,1,0,0,0,0,arith,0x66109C4D,Lead0 ModI4: shares primary handler
1,0xA1,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xA2,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xA3,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xA4,3,ModVar,%a,4,4,0,0,0,0,arith,0x66109CBE,Variant Mod via __vbaVarMod; %a=2nd Variant
1,0xA5,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xA6,1,IDvUI1,,2,1,0,0,0,0,arith,0x6610EC82,UI1 integer division
1,0xA7,1,IDvI2,,2,1,0,0,0,0,arith,0x66109C1A,Lead0 IDvI2: shares primary handler
1,0xA8,1,IDvI4,,2,1,0,0,0,0,arith,0x66109C1A,Lead0 IDvI4: shares primary handler
1,0xA9,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xAA,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xAB,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xAC,3,IDvVar,%a,4,4,0,0,0,0,arith,0x66109CBE,Variant IDv via __vbaVarIDv; %a=2nd Variant
1,0xAD,1,Unknown,,0,0,0,0,0,0,,,
1,0xAE,1,MulUI1,,2,1,0,0,0,0,arith,0x6610EC4E,UI1 unsigned mul; unsigned overflow check
1,0xAF,1,MulI2,,2,1,0,0,0,0,arith,0x66109BA6,Lead0 MulI2: shares primary handler
1,0xB0,1,MulI4,,2,1,0,0,0,0,arith,0x66109BC5,Lead0 MulI4: shares primary handler
1,0xB1,1,MulR4,,0,0,1,0,0,0,arith,0x66109B93,Lead0 MulR4: FPU fmulp
1,0xB2,1,MulR4,,0,0,1,0,0,0,arith,0x66109B93,Lead0 MulR4 (duplicate)
1,0xB3,1,MulCy,,4,2,0,0,0,0,arith,0x6610E45C,Lead0 MulCy: __vbaCyMul
1,0xB4,3,MulVar,%a,4,4,0,0,0,0,arith,0x66109CBE,Variant Mul via __vbaVarMul; %a=2nd Variant
1,0xB5,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xB6,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xB7,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xB8,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xB9,1,DivR8,,0,0,1,0,0,0,arith,0x66109B93,Lead0 DivR8: FPU fdivp
1,0xBA,1,DivR8,,0,0,1,0,0,0,arith,0x66109B93,Lead0 DivR8 (duplicate)
1,0xBB,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xBC,3,DivVar,%a,4,4,0,0,0,0,arith,0x66109CBE,Variant Div via __vbaVarDiv; %a=2nd Variant
1,0xBD,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xBE,1,NotUI1,,1,1,0,0,0,0,unary,0x6610EECE,UI1 bitwise NOT; modify TOS low byte in-place
1,0xBF,1,NotI4,,1,1,0,0,0,0,unary,0x66109BEC,Lead0 NotI4: shares primary handler
1,0xC0,1,NotI4,,1,1,0,0,0,0,unary,0x66109BEC,Lead0 NotI4 (duplicate)
1,0xC1,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xC2,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xC3,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xC4,3,NotVar,%a,4,4,0,0,0,0,unary,0x66109CBE,Variant Not via __vbaVarNot; %a=Variant addr; modify in-place
1,0xC5,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xC6,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xC7,1,UMiI2,,1,1,0,0,0,0,unary,0x66109BCC,Lead0 UMiI2: shares primary handler; negate i16 in TOS
1,0xC8,1,UMiI2,,1,1,0,0,0,0,unary,0x66109BCC,Lead0 UMiI2 (duplicate)
1,0xC9,1,UMiR4,,0,0,0,0,0,0,unary,0x66109BDA,Lead0 UMiR4: FPU fchs ST0
1,0xCA,1,UMiR4,,0,0,0,0,0,0,unary,0x66109BDA,Lead0 UMiR4 (duplicate)
1,0xCB,1,UMiCy,,2,2,0,0,0,0,unary,0x6610E4B4,Lead0 UMiCy: __vbaCyNeg
1,0xCC,3,UMiVar,%a,4,4,0,0,0,0,unary,0x66109CBE,Variant UMi via __vbaVarNeg; modify in-place
1,0xCD,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xCE,3,PwrVar,%a,4,4,0,0,0,0,arith,0x66109CBE,Variant Power via __vbaVarPwr; %a=2nd Variant
1,0xCF,1,PwrR8R8,,0,0,1,0,0,0,arith,0x6610EF18,FPU R8 power; calls __vbaPowerR8; pops 2 FPU pushes 1
1,0xD0,1,PwrR8I2,,1,0,0,0,0,0,arith,0x6610EF24,R8^I2 power; pop i32 from eval + FPU R8; result on FPU
1,0xD1,1,MulCyI2,,3,2,0,0,0,0,arith,0x6610E478,Lead0 MulCyI2: shares primary handler; pop i16+2Cy push 2Cy
1,0xD2,1,ObjIs,,2,1,0,0,0,0,compare,0x6610EF56,COM Is operator; pop 2 obj ptrs; compare identity; push i32 bool
1,0xD3,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xD4,1,FnAbsI2,,1,1,0,0,0,0,unary,0x66109BE0,Lead0 FnAbsI2: shares primary handler
1,0xD5,1,FnAbsI4,,1,1,0,0,0,0,unary,0x66109BE4,Lead0 FnAbsI4: shares primary handler
1,0xD6,1,FnAbsR4,,0,0,0,0,0,0,unary,0x66109BEA,Lead0 FnAbsR4: FPU fabs ST0
1,0xD7,1,FnAbsR4,,0,0,0,0,0,0,unary,0x66109BEA,Lead0 FnAbsR4 (duplicate)
1,0xD8,1,FnAbsCy,,2,2,0,0,0,0,unary,0x6610E4D0,Lead0 FnAbsCy: __vbaCyAbs
1,0xD9,3,FnAbsVar,%a,4,4,0,0,0,0,unary,0x66109CBE,Variant Abs via __vbaVarAbs; modify in-place
1,0xDA,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xDB,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xDC,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xDD,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xDE,1,FnFixR8,,0,0,0,0,0,0,unary,0x6610EF90,FPU Fix; truncate ST0 toward zero
1,0xDF,1,FnFixR8,,0,0,0,0,0,0,unary,0x6610EF90,FPU Fix (duplicate)
1,0xE0,1,FnFixCy,,2,2,0,0,0,0,unary,0x6610EFA0,Currency Fix via __vbaCyFix
1,0xE1,3,FnFixVar,%a,4,4,0,0,0,0,unary,0x66109CBE,Variant Fix via __vbaVarFix; modify in-place
1,0xE2,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xE3,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xE4,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xE5,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xE6,1,FnIntR8,,0,0,0,0,0,0,unary,0x6610EFB0,FPU Int; floor ST0
1,0xE7,1,FnIntR8,,0,0,0,0,0,0,unary,0x6610EFB0,FPU Int (duplicate)
1,0xE8,1,FnIntCy,,2,2,0,0,0,0,unary,0x6610EFC0,Currency Int via __vbaCyInt
1,0xE9,3,FnIntVar,%a,4,4,0,0,0,0,unary,0x66109CBE,Variant Int via __vbaVarInt; modify in-place
1,0xEA,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xEB,3,FnLenVar,%a,4,1,0,0,0,0,stack,0x6610EFD0,Variant Len; pop 16B Variant push i32 length via __vbaLenVar
1,0xEC,1,FnLenStr,,1,1,0,0,0,0,stack,0x6610A110,Lead0 FnLenStr: shares primary handler; SysStringLen
1,0xED,3,FnLenBVar,%a,4,1,0,0,0,0,stack,0x6610EFE0,Variant LenB; pop 16B Variant push i32 byte length
1,0xEE,1,FnLenBStr,,1,1,0,0,0,0,stack,0x6610EFF0,String LenB; pop BSTR push byte length (SysStringByteLen)
1,0xEF,3,ConcatVar,%a,4,4,0,0,0,0,arith,0x66109CBE,Variant concatenation via __vbaVarCat; %a=2nd Variant
1,0xF0,1,ConcatStr,,2,1,0,0,0,0,arith,0x66108F1D,Lead0 ConcatStr: shares primary handler; __vbaStrCat
1,0xF1,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xF2,1,FnSgnUI1,,1,1,0,0,0,0,unary,0x6610F000,UI1 Sgn; TOS → 0 or 1 (always positive for unsigned)
1,0xF3,1,FnSgnUI1,,1,1,0,0,0,0,unary,0x6610F000,FnSgnUI1 (duplicate)
1,0xF4,1,FnSgnI4,,1,1,0,0,0,0,unary,0x6610F010,I4 Sgn; TOS → -1/0/1
1,0xF5,1,FnSgnR8,,0,0,0,0,0,0,unary,0x6610F020,FPU Sgn R8; ST0 → -1.0/0.0/1.0
1,0xF6,1,FnSgnR4,,0,0,0,0,0,0,unary,0x6610F020,FPU Sgn R4; ST0 → -1.0/0.0/1.0
1,0xF7,1,FnSgnCy,,2,2,0,0,0,0,unary,0x6610F030,Currency Sgn; 2 Cy slots → 2 Cy slots (-10000/0/10000)
1,0xF8,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xF9,1,InvalidExcode,,0,0,0,0,0,0,,,
1,0xFA,1,SeekFile,,2,0,0,0,0,0,call,0x6610F050,VB Seek statement; pop filenum + position
1,0xFB,1,NameFile,,2,0,0,0,0,0,call,0x6610F060,VB Name statement; pop 2 BSTRs (old new); rename file
1,0xFC,1,CStrI2,,1,1,0,0,0,0,convert,0x6610F070,Convert I2 to BSTR via __vbaCStrI2; pop i32 push BSTR ptr
1,0xFD,1,CStrUI1,,1,1,0,0,0,0,convert,0x6610F080,Convert UI1 to BSTR via __vbaCStrUI1; pop i32 push BSTR ptr
1,0xFE,1,CStrI4,,1,1,0,0,0,0,convert,0x6610F090,Convert I4 to BSTR via __vbaCStrI4; pop i32 push BSTR ptr
1,0xFF,1,CStrR4,,0,1,1,0,0,0,convert,0x6610F0A0,Convert FPU R4 to BSTR; pop FPU ST0 push BSTR ptr
2,0x00,1,CStrR8,,0,1,1,0,0,0,convert,0x6610D765,R8(FPU)→Str via __vbaStrR8; pop FPU ST0; push BSTR ptr
2,0x01,1,CStrCy,,2,1,0,0,0,0,convert,0x6610D7A9,Cy(2 slots)→Str via __vbaStrCy; pop 8B; push BSTR ptr
2,0x02,1,CStrVar,,4,1,0,0,0,0,convert,0x661090B7,Var(4 slots)→Str via __vbaStrVarCopy; pop 16B; push BSTR ptr
2,0x03,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x04,1,CCyI2,,1,2,0,0,0,0,convert,0x6610A9A3,I2→Cy; pop 1 slot; multiply by 10000; push 2 slots (8B Cy)
2,0x05,1,CCyI2,,1,2,0,0,0,0,convert,0x6610A9A3,I2→Cy (duplicate slot); same handler as 0x04
2,0x06,1,CCyI4,,1,2,0,0,0,0,convert,0x6610A9BF,I4→Cy; pop 1 slot; multiply by 10000; push 2 slots (8B Cy)
2,0x07,1,CCyR4,,0,2,1,0,0,0,convert,0x6610A9CF,R4(FPU)→Cy via __vbaCyR4; pop FPU; push 2 eval slots
2,0x08,1,CCyR4,,0,2,1,0,0,0,convert,0x6610A9CF,R4(FPU)→Cy (duplicate slot); same handler as 0x07
2,0x09,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x0A,1,CCyVar,,4,2,0,0,0,0,convert,0x6610D6F5,Var(4 slots)→Cy via __vbaCyVar; pop 16B; push 2 slots
2,0x0B,1,CCyStr,,1,2,0,0,0,0,convert,0x6610D81D,Str→Cy; pop BSTR; convert to Cy; push 2 eval slots
2,0x0C,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x0D,1,CUI1I2,,1,1,0,0,0,0,convert,0x6610D581,I2→UI1; in-place range check (byte must be 0); overflow error if >255
2,0x0E,1,CUI1I4,,1,1,0,0,0,0,convert,0x6610D598,I4→UI1; in-place range check (upper 3 bytes must be 0)
2,0x0F,1,CUI1R4,,0,1,1,0,0,0,convert,0x6610D5BD,R4(FPU)→UI1; round FPU to int; range check 0-255; push eval
2,0x10,1,CUI1R4,,0,1,1,0,0,0,convert,0x6610D5BD,R4(FPU)→UI1 (duplicate slot); same handler as 0x0F
2,0x11,1,CUI1Cy,,2,1,0,0,0,0,convert,0x6610D5B1,Cy→UI1; pop 2 Cy slots; divide by 10000; range check; push UI1
2,0x12,1,CUI1Var,,4,1,0,0,0,0,convert,0x6610D5FC,Var→UI1; pop 16B Variant; convert via runtime; push UI1
2,0x13,1,CUI1Str,,1,1,0,0,0,0,convert,0x6610D7C8,Str→UI1; pop BSTR; convert to byte; push UI1
2,0x14,1,CI2UI1,,1,1,0,0,0,0,convert,0x66108F81,UI1→I2; trivial widening; byte value already valid i16
2,0x15,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x16,1,CI2I4,,1,1,0,0,0,0,convert,0x6610A9E3,I4→I2; truncate with overflow check (-32768..32767)
2,0x17,1,CI2R8,,0,1,1,0,0,0,convert,0x6610A9E9,R8(FPU)→I2; pop FPU; round to i16; overflow check; push eval
2,0x18,1,CI2R8,,0,1,1,0,0,0,convert,0x6610A9E9,R8(FPU)→I2 (duplicate slot); same handler as 0x17
2,0x19,1,CI2Cy,,2,1,0,0,0,0,convert,0x6610A9EF,Cy→I2; pop 2 slots; divide by 10000; push i16 as i32
2,0x1A,1,CI2Var,,4,1,0,0,0,0,convert,0x6610A95A,Var→I2; pop 16B Variant; convert to i16; push as i32
2,0x1B,1,CI2Str,,1,1,0,0,0,0,convert,0x66109159,Str→I2; pop BSTR; convert to i16; push as i32
2,0x1C,1,CI4UI1,,1,1,0,0,0,0,convert,0x6610A9EB,UI1→I4; in-place zero-extend byte to i32
2,0x1D,1,CI4UI1,,1,1,0,0,0,0,convert,0x6610A9EB,UI1→I4 (duplicate slot); same handler as 0x1C
2,0x1E,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x1F,1,CI4R8,,0,1,1,0,0,0,convert,0x6610A9F3,R8(FPU)→I4; pop FPU; round to i32 via __vbaFpI4; overflow check
2,0x20,1,CI4R8,,0,1,1,0,0,0,convert,0x6610A9F3,R8(FPU)→I4 (duplicate slot); same handler as 0x1F
2,0x21,1,CI4Cy,,2,1,0,0,0,0,convert,0x6610A9FD,Cy→I4; pop 2 slots (8B); divide by 10000; push i32
2,0x22,1,CI4Var,,4,1,0,0,0,0,convert,0x66108FF0,Var→I4; pop 16B Variant; convert to i32; push
2,0x23,1,CI4Str,,1,1,0,0,0,0,convert,0x6610A988,Str→I4; pop BSTR; convert via __vbaI4Str; push i32
2,0x24,1,FnCSngI2,,1,0,0,1,0,0,convert,0x66108FFB,I2→R8(FPU); pop eval i16; fild push FPU double
2,0x25,1,FnCSngI2,,1,0,0,1,0,0,convert,0x66108FFB,I2→R8(FPU) (duplicate slot); same handler
2,0x26,1,CR4I4,,1,0,0,1,0,0,convert,0x6610A011,I4→R8(FPU); pop eval i32; fild push FPU double
2,0x27,1,CR4R8,,0,0,0,0,0,0,convert,0x66108FE1,R8(FPU)→R4; frndint/precision; FPU identity; ST0 stays
2,0x28,1,CR4R8,,0,0,0,0,0,0,convert,0x66108FE1,R8(FPU)→R4 (duplicate slot); same handler
2,0x29,1,CR8Cy,,2,0,0,1,0,0,convert,0x6610A95D,Cy→R8(FPU); pop 2 eval slots; convert to double; push FPU
2,0x2A,1,CR8Var,,4,0,0,1,0,0,convert,0x6610A940,Var→R8(FPU); pop 16B Variant; convert to double; push FPU
2,0x2B,1,CR4Str,,1,0,0,1,0,0,convert,0x66109175,Str→R4(FPU); pop BSTR; convert via __vbaR4Str; push FPU
2,0x2C,1,FnCSngI2,,1,0,0,1,0,0,convert,0x66108FFB,I2→FPU (duplicate slot); same handler as 0x24
2,0x2D,1,FnCSngI2,,1,0,0,1,0,0,convert,0x66108FFB,I2→FPU (duplicate slot); same handler as 0x24
2,0x2E,1,CR4I4,,1,0,0,1,0,0,convert,0x6610A011,I4→FPU (duplicate slot); same handler as 0x26
2,0x2F,1,CR8R4,,0,0,0,0,0,0,convert,0x66108FE1,R4(FPU)→R8; FPU identity; ST0 stays; no-op
2,0x30,1,CR8R4,,0,0,0,0,0,0,convert,0x66108FE1,R4(FPU)→R8 (duplicate slot); same handler
2,0x31,1,CR8Cy,,2,0,0,1,0,0,convert,0x6610A95D,Cy→R8(FPU) (duplicate slot); same handler as 0x29
2,0x32,1,CR8Var,,4,0,0,1,0,0,convert,0x6610A940,Var→R8(FPU) (duplicate slot); same handler as 0x2A
2,0x33,1,CR8Str,,1,0,0,1,0,0,convert,0x6610D7FB,Str→R8(FPU); pop BSTR; convert via __vbaR8Str; push FPU
2,0x34,1,CAdVar,,4,1,0,0,0,0,convert,0x661092AF,Var→Ad; pop 16B Variant; extract IUnknown ptr; push
2,0x35,1,CRefVarAry,,4,1,0,0,0,0,convert,0x661092E9,Var array ref conversion; pop Variant; push array ref
2,0x36,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x37,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x38,1,CUI1Bool,,1,1,0,0,0,0,convert,0x6610D5EB,Bool→UI1; pop i32 bool; mask to byte; push UI1
2,0x39,1,FnCDblCy,,2,0,0,1,0,0,convert,0x6610D684,Cy→Double(FPU); pop 2 Cy slots; convert; push FPU
2,0x3A,1,FnCDblR8,,0,0,0,0,0,0,convert,0x6610D690,R8(FPU)→Double; FPU identity; no-op
2,0x3B,1,FnCDblR8,,0,0,0,0,0,0,convert,0x6610D690,R8→Double (duplicate slot); same handler as 0x3A
2,0x3C,1,FnCSngI2,,1,0,0,1,0,0,convert,0x66108FFB,I2→FPU (duplicate slot); same handler as 0x24
2,0x3D,1,FnCSngI2,,1,0,0,1,0,0,convert,0x66108FFB,I2→FPU (duplicate slot); same handler as 0x24
2,0x3E,1,FnCSngI4,,1,0,0,1,0,0,convert,0x6610D648,I4→Single(FPU); pop eval i32; push FPU float
2,0x3F,1,CSng,,0,0,0,0,0,0,convert,0x6610D64C,R4(FPU)→Single; FPU round to f32 precision; ST0 stays
2,0x40,1,CSng,,0,0,0,0,0,0,convert,0x6610D64C,R4→Single (duplicate slot); same handler as 0x3F
2,0x41,1,FnCSngCy,,2,0,0,1,0,0,convert,0x6610D665,Cy→Single(FPU); pop 2 Cy slots; convert; push FPU
2,0x42,1,FnCSngVar,,4,0,0,1,0,0,convert,0x6610D65E,Var→Single(FPU); pop 16B Variant; convert; push FPU
2,0x43,1,FnCSngStr,,1,0,0,1,0,0,convert,0x66109175,Str→Single(FPU); pop BSTR; convert; push FPU (same as CR4Str)
2,0x44,1,FnCByteVar,,4,1,0,0,0,0,convert,0x6610D86D,Var→Byte; pop 16B Variant; convert to UI1; push
2,0x45,1,FnCIntVar,,4,1,0,0,0,0,convert,0x6610917F,Var→Int(I2); pop 16B Variant; convert to i16; push as i32
2,0x46,1,FnCLngVar,,4,1,0,0,0,0,convert,0x66109191,Var→Long(I4); pop 16B Variant; convert to i32; push
2,0x47,1,CDateR8,,0,0,0,0,0,0,convert,0x66108FE1,R8(FPU)→Date; FPU identity (Date=R8); ST0 stays
2,0x48,1,FnCDblVar,,4,0,0,1,0,0,convert,0x6610D673,Var→Double(FPU); pop 16B Variant; convert to R8; push FPU
2,0x49,1,FnCCurVar,,4,2,0,0,0,0,convert,0x6610D87F,Var→Currency; pop 16B Variant; convert to Cy; push 2 slots
2,0x4A,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x4B,1,FnCStrVar,,4,1,0,0,0,0,convert,0x6610D892,Var→String; pop 16B Variant; convert to BSTR; push ptr
2,0x4C,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x4D,1,FnCBoolVar,,4,1,0,0,0,0,convert,0x6610D8A4,Var→Bool; pop 16B Variant; convert to VB bool; push i32
2,0x4E,1,FnCDateVar,,4,0,0,1,0,0,convert,0x6610D85C,Var→Date(FPU); pop 16B Variant; convert to R8 date; push FPU
2,0x4F,1,FnCDateVar,,4,0,0,1,0,0,convert,0x6610D85C,Var→Date (duplicate slot); same handler as 0x4E
2,0x50,1,CBoolUI1,,1,1,0,0,0,0,convert,0x66109075,UI1→Bool; pop byte; convert to VB bool (-1/0); push i32
2,0x51,1,CBoolUI1,,1,1,0,0,0,0,convert,0x66109075,UI1→Bool (duplicate slot); same handler as 0x50
2,0x52,1,CBoolI4,,1,1,0,0,0,0,convert,0x6610906F,I4→Bool; pop i32; convert to VB bool (-1/0); push
2,0x53,1,CBoolR4,,0,1,1,0,0,0,convert,0x6610D711,R4(FPU)→Bool; pop FPU; compare to 0; push VB bool
2,0x54,1,CBoolR4,,0,1,1,0,0,0,convert,0x6610D711,R4(FPU)→Bool (duplicate slot); same handler as 0x53
2,0x55,1,CBoolCy,,2,1,0,0,0,0,convert,0x6610A96A,Cy→Bool; pop 2 Cy slots; convert to VB bool; push i32
2,0x56,1,CBoolVar,,4,1,0,0,0,0,convert,0x66109093,Var→Bool; pop 16B Variant; convert to VB bool; push i32
2,0x57,1,CBoolStr,,1,1,0,0,0,0,convert,0x6610914F,Str→Bool; pop BSTR; convert to VB bool; push i32
2,0x58,1,CStr2Uni,,1,1,0,0,0,0,convert,0x6610DABF,Convert ANSI string to Unicode; pop BSTR; push new BSTR
2,0x59,1,CStrAry2Uni,,1,1,0,0,0,0,convert,0x6610DAD0,Convert ANSI string array to Unicode; pop array ref; push
2,0x5A,1,CStr2Ansi,,1,1,0,0,0,0,convert,0x6610A0B0,Convert Unicode to ANSI string; pop BSTR; push ANSI BSTR
2,0x5B,1,CStrAry2Ansi,,1,1,0,0,0,0,convert,0x6610DAE1,Convert Unicode string array to ANSI; pop array ref; push
2,0x5C,1,PopAdLd4,,1,1,0,0,4,0,stack,0x66108F9B,Pop address; load i32 from that address; push value (deref)
2,0x5D,3,CRecAnsi2Uni,%s,0,0,0,0,0,0,convert,0x6610E2C0,Convert UDT record fields ANSI→Unicode in-place; no stack change
2,0x5E,3,CRecUni2Ansi,%s,0,0,0,0,0,0,convert,0x6610E2C0,Convert UDT record fields Unicode→ANSI in-place; no stack change
2,0x5F,3,CStr2Vec,%a,0,0,0,0,0,0,convert,0x6610DA6D,Convert BSTR to fixed-length string vector at %a frame slot
2,0x60,3,CVar2Vec,%a,0,0,0,0,0,0,convert,0x66109310,Convert Variant to vector at %a frame slot
2,0x61,5,CVec2Var,%a %a,0,0,0,0,0,0,convert,0x6610DA87,Convert vector from %a to Variant at %a; frame-to-frame
2,0x62,1,SetLastError,,0,1,0,0,0,0,stack,0x6610A118,Push Win32 GetLastError() result as i32; same handler as primary
2,0x63,1,LitNothing,,0,1,0,0,0,0,load_lit,0x66109A36,Push Nothing (null COM pointer) as i32 onto eval stack
2,0x64,2,LitVar_Null,%a,0,0,0,0,0,16,store_frame,0x6610EBC4,Write Null Variant (VT_NULL) to frame slot [EBP+op]
2,0x65,3,LitVar_TRUE,%a,0,0,0,0,0,16,store_frame,0x66109A90,Write True Variant (VT_BOOL=-1) to frame slot [EBP+op]
2,0x66,3,LitVar_FALSE,%a,0,0,0,0,0,16,store_frame,0x66109A90,Write False Variant (VT_BOOL=0) to frame slot [EBP+op]
2,0x67,3,LitVar_Empty,%a,0,0,0,0,0,16,store_frame,0x6610EBB3,Write Empty Variant (VT_EMPTY) to frame slot [EBP+op]
2,0x68,3,LitVar_Missing,%a,0,4,0,0,0,0,load_lit,0x6610A174,Push 16B Missing Variant (vbError) onto eval stack; 4 slots
2,0x69,5,VCallHresult,%v,-1,0,0,0,0,0,call,0x6610A43B,COM vtable call; %v=vtable_offset+argsize; pops args+this; HRESULT checked
2,0x6A,5,ThisVCallHresult,%2 %c,-1,0,0,0,0,0,call,0x6610A4A0,COM vtable call on Me; %c=import %2=vtable_offset; HRESULT checked
2,0x6B,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x6C,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x6D,1,ExitProcHresult,,0,0,0,0,0,0,return,0x6610A51D,Return HRESULT from function; cleanup + frame restore
2,0x6E,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x6F,3,CheckTypeVar,%c,4,1,0,0,0,0,compare,0x6610F1CC,TypeOf..Is check on Variant; pop 16B Var; push i32 bool
2,0x70,1,InvalidExcode,,0,0,0,0,0,0,,,
2,0x71,1,CUnkVar,,4,1,0,0,0,0,convert,0x661092C9,Var→IUnknown; pop 16B Variant; extract IUnknown ptr; push
2,0x72,3,CVarUnk,%a,1,4,0,0,0,0,convert,0x6610D8E8,IUnknown→Var; pop ptr; wrap in Variant(VT_UNKNOWN); push 4 slots
2,0x73,1,LdPrUnkVar,,0,1,0,0,4,0,load_frame,0x6610DF66,Load IUnknown from Variant at [EBP+op]; push ptr
2,0x74,9,FLdLateIdUnkVar,%a %4 %a,0,1,0,0,4,0,load_frame,0x6610E947,Late-bound load of IUnknown from Variant; push ptr
2,0x75,1,GetRec3,,3,0,0,0,0,0,io,0x6610DD3C,Get record from file (3-arg); pop filenum+recnum+buffer
2,0x76,1,GetRec4,,4,0,0,0,0,0,io,0x6610DD5E,Get record from file (4-arg); pop filenum+recnum+buffer+len
2,0x77,1,PutRec3,,3,0,0,0,0,0,io,0x6610DD4D,Put record to file (3-arg); pop filenum+recnum+buffer
2,0x78,1,PutRec4,,4,0,0,0,0,0,io,0x6610DD6F,Put record to file (4-arg); pop filenum+recnum+buffer+len
2,0x79,-1,GetRecOwner3,,-1,0,0,0,0,0,io,0x6610DD80,Get record with owner (3-arg); variable-length
2,0x7A,-1,GetRecOwner4,,-1,0,0,0,0,0,io,0x6610DDA5,Get record with owner (4-arg); variable-length
2,0x7B,-1,PutRecOwner3,,-1,0,0,0,0,0,io,0x6610DD9D,Put record with owner (3-arg); variable-length
2,0x7C,-1,PutRecOwner4,,-1,0,0,0,0,0,io,0x6610DDC2,Put record with owner (4-arg); variable-length
2,0x7D,1,Input,,2,0,0,0,0,0,io,0x6610DBC2,Input# statement; pop filenum+prompt; begin input sequence
